id_ipc_apertura;valor_ipc_apertura;id_apertura;id_periodo;id_region
NULL;20;20;39;2
NULL;-2.2;20;40;2
NULL;-2;20;41;2
NULL;-0.5;20;42;2
NULL;-0.5;20;43;2
NULL;1.1;20;44;2
NULL;0.2;20;45;2
NULL;0;20;46;2
NULL;0.5;20;47;2
NULL;0;20;48;2
NULL;0.7;20;49;2
NULL;0;20;50;2
NULL;30.1;20;51;2
NULL;3.1;20;52;2
NULL;2.7;20;53;2
NULL;1;20;54;2
NULL;3.9;20;55;2
NULL;4.4;20;56;2
NULL;3.7;20;57;2
NULL;1;20;58;2
NULL;0.4;20;59;2
NULL;1.6;20;60;2
NULL;0.7;20;61;2
NULL;2;20;62;2
NULL;22.1;20;63;2
NULL;3.5;20;64;2
NULL;3.4;20;65;2
NULL;4.8;1;66;2
NULL;6.1;2;66;2
NULL;8.3;3;66;2
NULL;5.9;4;66;2
NULL;5.6;5;66;2
NULL;5.4;6;66;2
NULL;6.6;7;66;2
NULL;4.5;8;66;2
NULL;12;9;66;2
NULL;7;11;66;2
NULL;10;12;66;2
NULL;2.6;13;66;2
NULL;4.4;14;66;2
NULL;2.8;15;66;2
NULL;0;16;66;2
NULL;2.2;20;66;2
NULL;5.9;1;67;2
NULL;6.2;2;67;2
NULL;9.3;3;67;2
NULL;4.1;4;67;2
NULL;7.1;5;67;2
NULL;8.4;6;67;2
NULL;3;7;67;2
NULL;13.3;8;67;2
NULL;0.8;9;67;2
NULL;7.4;11;67;2
NULL;4;12;67;2
NULL;4.9;13;67;2
NULL;4.9;14;67;2
NULL;0.3;15;67;2
NULL;4.2;16;67;2
NULL;7.9;20;67;2
