id_ipc_division;valor_ipc_division;id_division;id_periodo;id_region
NULL;5.3;10;29;2
NULL;2.1;10;30;2
NULL;2.2;10;31;2
NULL;1.9;10;32;2
NULL;0.9;10;33;2
NULL;1.3;10;34;2
NULL;7.5;10;35;2
NULL;3.7;10;36;2
NULL;1.1;10;37;2
NULL;0.8;10;38;2
NULL;20;10;39;2
NULL;-2.2;10;40;2
NULL;-2;10;41;2
NULL;-0.5;10;42;2
NULL;-0.5;10;43;2
NULL;1.1;10;44;2
NULL;0.2;10;45;2
NULL;0;10;46;2
NULL;0.5;10;47;2
NULL;0;10;48;2
NULL;0.7;10;49;2
NULL;0;10;50;2
NULL;30.1;10;51;2
NULL;3.1;10;52;2
NULL;2.7;10;53;2
NULL;1;10;54;2
NULL;3.9;10;55;2
NULL;4.4;10;56;2
NULL;3.7;10;57;2
NULL;1;10;58;2
NULL;0.4;10;59;2
NULL;1.6;10;60;2
NULL;0.7;10;61;2
NULL;2;10;62;2
NULL;22.1;10;63;2
NULL;3.5;10;64;2
NULL;3.4;10;65;2
NULL;4.6;1;66;1
NULL;6.7;2;66;1
NULL;5.8;3;66;1
NULL;6.8;4;66;1
NULL;7.4;6;66;1
NULL;4.7;7;66;1
NULL;0.4;8;66;1
NULL;2;10;66;1
NULL;6;1;67;1
NULL;6.4;2;67;1
NULL;8.5;3;67;1
NULL;4.6;4;67;1
NULL;6.8;6;67;1
NULL;5.5;7;67;1
NULL;5.5;8;67;1
NULL;6.1;10;67;1
NULL;5;1;66;2
NULL;7;2;66;2
NULL;5.5;3;66;2
NULL;7.5;4;66;2
NULL;7.9;6;66;2
NULL;3.4;7;66;2
NULL;0.2;8;66;2
NULL;2.2;10;66;2
NULL;5.9;1;67;2
NULL;6.5;2;67;2
NULL;7.4;3;67;2
NULL;4.7;4;67;2
NULL;7;6;67;2
NULL;4;7;67;2
NULL;4.7;8;67;2
NULL;7.9;10;67;2
